account_id,account_age_days,has_profile_pic,has_bio,has_profile_bio_combined,followers,following,follower_following_ratio,num_posts,sleep_inactivity_window,interaction_time_variance,comment_template_reuse_rate,account_age_activity_ratio,burst_engagement_score,posting_time_entropy,comment_vocabulary_size,follower_growth_pattern,like_comment_ratio,hashtag_reuse_rate,username_digit_ratio,mutual_follower_ratio,night_activity_ratio,coordinated_posting_score,comment_relevance_score,content_diversity_score,follow_unfollow_churn_rate,ghost_follower_percentage,is_bot
user_001646,1882,1,0,0,2194,1018,2.1552,423,1,0.8368,0.0935,4.4387,1.74,0.6839,1169,0.2644,13.57,0.2278,0.1038,0.3018,0.0567,0.0709,0.8446,0.7702,0.0982,0.1685,0
user_001647,1469,1,1,1,2462,349,7.0544,828,1,0.5899,0.2392,1.772,7.38,0.7547,1698,0.2669,3.47,0.1611,0.0399,0.5396,0.1027,0.086,0.6064,0.8942,0.2929,0.1907,0
user_001648,1184,1,1,1,1386,975,1.4215,127,1,0.7235,0.0683,9.25,1.27,0.6224,731,0.2815,14.15,0.3071,0.1818,0.3646,0.2131,0.0992,0.6096,0.7812,0.1296,0.0587,0
user_001649,158,1,1,1,462,2156,0.2143,38,0,0.0757,0.9293,4.0513,25.0,0.2788,99,0.8326,0.26,0.9028,0.3235,0.0633,0.3401,0.8712,0.1938,0.1283,0.7126,0.7665,1
user_001650,107,0,1,0,79,3069,0.0257,21,0,0.1072,0.8794,4.8636,47.59,0.1013,81,0.8393,0.95,0.8683,0.7387,0.1133,0.34,0.7627,0.1636,0.1793,0.6875,0.4886,1
user_001651,804,1,1,1,1860,200,9.3,216,1,0.601,0.133,3.7051,7.18,0.6485,591,0.348,14.67,0.2912,0.0564,0.5426,0.1185,0.219,0.7907,0.9253,0.2045,0.0928,0
user_001652,156,0,1,0,25,4951,0.005,27,0,0.0644,0.7566,5.5714,25.9,0.1613,64,0.9912,1.04,0.8301,0.3077,0.0522,0.6555,0.8656,0.261,0.325,0.6945,0.6266,1
user_001653,564,1,1,1,2281,151,15.106,434,0,0.5474,0.0608,1.2966,3.24,0.7394,1702,0.1022,9.87,0.3906,0.0968,0.385,0.1427,0.2005,0.8805,0.7584,0.0932,0.0876,0
user_001654,45,0,0,0,230,833,0.2761,33,0,0.1018,0.743,1.3235,33.04,0.2059,100,0.8455,0.53,0.9088,0.5663,0.0932,0.696,0.9448,0.2759,0.1085,0.6585,0.7749,1
user_001655,827,1,1,1,1068,1398,0.7639,259,1,0.9269,0.2048,3.1808,2.61,0.7344,1826,0.1129,7.93,0.3926,0.0346,0.3824,0.1853,0.061,0.8872,0.6697,0.1829,0.0998,0
user_001656,62,1,1,1,439,4937,0.0889,42,0,0.2786,0.7021,1.4419,34.24,0.217,125,0.793,0.94,0.6749,0.6038,0.1338,0.5382,0.7563,0.3391,0.287,0.6468,0.6417,1
user_001657,11,1,1,1,369,4979,0.0741,41,0,0.0602,0.637,0.2619,36.03,0.2668,80,0.9028,1.31,0.8958,0.3071,0.1401,0.6317,0.9283,0.3381,0.3196,0.5812,0.5277,1
user_001658,709,1,0,0,2296,1458,1.5748,204,1,0.9071,0.241,3.4585,6.78,0.8085,320,0.2546,13.7,0.2153,0.0163,0.698,0.0861,0.0622,0.7437,0.6425,0.2947,0.1262,0
user_001659,123,0,1,0,165,2111,0.0782,26,0,0.1716,0.7945,4.5556,18.89,0.333,89,0.7166,0.24,0.6629,0.4369,0.1164,0.4742,0.6274,0.3558,0.3485,0.682,0.6047,1
user_001660,1757,1,1,1,2507,569,4.406,122,1,0.5577,0.1542,14.2846,2.34,0.9011,378,0.1051,13.79,0.3771,0.0102,0.302,0.2133,0.1254,0.9201,0.6759,0.2653,0.0637,0
user_001661,533,1,1,1,2326,374,6.2193,419,0,0.6455,0.2088,1.269,5.98,0.9084,1731,0.119,8.93,0.1729,0.0106,0.4322,0.0675,0.1949,0.7763,0.8774,0.1169,0.1243,0
user_001662,165,0,0,0,485,4555,0.1065,31,0,0.2006,0.7353,5.1562,24.81,0.3117,106,0.806,1.94,0.9063,0.5921,0.0595,0.4504,0.8705,0.2742,0.2004,0.7544,0.6933,1
user_001663,1168,0,1,0,2127,127,16.748,537,0,0.7175,0.2992,2.171,3.44,0.9364,591,0.1735,12.62,0.1149,0.0292,0.3418,0.063,0.2,0.904,0.7788,0.1026,0.1188,0
user_001664,313,1,0,0,514,452,1.1372,162,1,0.5218,0.2799,1.9202,2.25,0.758,1058,0.2224,7.27,0.2041,0.0217,0.4443,0.2096,0.1535,0.8052,0.6573,0.0674,0.226,0
user_001665,1050,1,0,0,717,269,2.6654,906,1,0.741,0.2752,1.1577,6.12,0.8312,1989,0.3051,4.99,0.2616,0.0253,0.5145,0.0987,0.1631,0.8338,0.907,0.0913,0.2287,0
user_001666,1553,1,0,0,1769,1030,1.7175,185,1,0.6051,0.1447,8.3495,7.81,0.9278,838,0.3337,4.88,0.2401,0.1456,0.4047,0.0566,0.1545,0.7488,0.6228,0.1302,0.2335,0
user_001667,1502,1,1,1,570,461,1.2364,562,0,0.5643,0.1894,2.6679,1.33,0.7377,1124,0.238,13.05,0.1955,0.0926,0.3803,0.1003,0.2151,0.6409,0.6657,0.182,0.0588,0
user_001668,873,1,1,1,1491,434,3.4355,559,1,0.9388,0.1337,1.5589,2.73,0.6272,1091,0.2067,8.25,0.3014,0.1935,0.6563,0.1834,0.2642,0.6298,0.732,0.0533,0.0855,0
user_001669,170,0,0,0,487,3944,0.1235,22,0,0.0824,0.8837,7.3913,39.35,0.3862,29,0.8676,0.38,0.7385,0.4871,0.1131,0.5826,0.9181,0.2896,0.1786,0.8133,0.5988,1
user_001670,1129,1,1,1,113,1087,0.104,605,1,0.8559,0.1233,1.863,7.07,0.8529,1154,0.3808,5.53,0.3549,0.1391,0.3484,0.161,0.2825,0.8166,0.7851,0.1416,0.2078,0
user_001671,118,1,0,0,492,746,0.6595,48,0,0.2393,0.6738,2.4082,32.05,0.3086,146,0.9929,1.73,0.7953,0.4819,0.0775,0.6367,0.8987,0.3538,0.2493,0.6908,0.5245,1
user_001672,1862,1,1,1,799,649,1.2311,296,1,0.6507,0.0839,6.2694,6.6,0.7617,1301,0.3022,13.75,0.2314,0.1383,0.6917,0.0981,0.2551,0.7033,0.7492,0.1204,0.1392,0
user_001673,948,1,1,1,654,599,1.0918,412,1,0.6798,0.2456,2.2954,2.31,0.6035,617,0.3247,3.15,0.1829,0.165,0.5028,0.1317,0.2827,0.6313,0.8154,0.1355,0.0642,0
user_001674,999,1,1,1,2488,351,7.0883,684,0,0.8562,0.1217,1.4584,5.85,0.8662,1493,0.397,7.93,0.1446,0.1821,0.6174,0.1523,0.1413,0.7569,0.9157,0.0962,0.2114,0
user_001675,995,1,0,0,2799,1128,2.4814,813,1,0.61,0.2078,1.2224,2.97,0.6308,373,0.1841,3.16,0.383,0.0891,0.4927,0.0816,0.2682,0.8424,0.751,0.2695,0.2311,0
user_001676,1836,1,1,1,197,863,0.2283,70,1,0.7097,0.2594,25.8592,4.89,0.8787,1289,0.2037,7.12,0.3833,0.1829,0.5194,0.1233,0.2665,0.7132,0.6538,0.2099,0.0585,0
user_001677,1781,1,0,0,593,1307,0.4537,156,1,0.9444,0.1827,11.3439,4.98,0.8927,1365,0.3335,5.99,0.1862,0.0687,0.3611,0.1369,0.0701,0.7495,0.719,0.1346,0.1821,0
user_001678,6,1,1,1,150,1173,0.1279,2,0,0.1193,0.7293,2.0,31.09,0.3324,22,0.8493,0.41,0.6865,0.6559,0.0294,0.6705,0.7078,0.2725,0.1805,0.6912,0.7615,1
user_001679,1512,1,1,1,1344,1432,0.9385,642,1,0.5575,0.2912,2.3515,6.6,0.7725,1509,0.1876,12.57,0.1514,0.1217,0.3205,0.1599,0.066,0.6616,0.6396,0.1367,0.1187,0
user_001680,14,1,0,0,234,715,0.3273,41,1,0.0761,0.7251,0.3333,44.49,0.3376,123,0.7071,1.96,0.7049,0.4395,0.1463,0.5913,0.8049,0.3098,0.2775,0.8053,0.4269,1
user_001681,444,1,1,1,1308,995,1.3146,544,0,0.6373,0.2098,0.8147,5.06,0.9041,1561,0.1209,9.83,0.1781,0.0004,0.6951,0.1463,0.2643,0.894,0.8843,0.1648,0.2292,0
user_001682,1105,1,1,1,1887,209,9.0287,678,1,0.8089,0.0695,1.6274,3.87,0.7703,1095,0.3694,3.81,0.2815,0.157,0.4615,0.0684,0.2573,0.7633,0.6921,0.0677,0.178,0
user_001683,367,0,1,0,2821,722,3.9072,443,1,0.9316,0.18,0.8266,7.98,0.7138,1580,0.3654,9.22,0.2204,0.1811,0.3373,0.1446,0.2131,0.813,0.6925,0.1908,0.1917,0
user_001684,821,1,1,1,747,668,1.1183,200,1,0.5105,0.1451,4.0846,2.26,0.7945,414,0.1615,8.26,0.2331,0.1617,0.6476,0.1814,0.2083,0.6386,0.8013,0.1186,0.109,0
user_001685,530,1,1,1,934,945,0.9884,511,0,0.525,0.1179,1.0352,6.12,0.8103,393,0.3891,5.06,0.3382,0.0632,0.3894,0.2439,0.2506,0.8207,0.844,0.2978,0.1686,0
user_001686,463,1,0,0,449,1406,0.3193,129,0,0.7249,0.0708,3.5615,2.69,0.8493,511,0.2688,9.76,0.3831,0.1859,0.3881,0.2362,0.2342,0.6066,0.6839,0.1532,0.1666,0
user_001687,46,0,0,0,86,2732,0.0315,31,0,0.0554,0.7408,1.4375,26.73,0.3031,101,0.9485,0.57,0.6192,0.5823,0.0544,0.585,0.6283,0.3899,0.1467,0.6428,0.5924,1
user_001688,135,0,0,0,92,1945,0.0473,38,0,0.193,0.7601,3.4615,41.79,0.2134,68,0.9843,1.44,0.9089,0.4966,0.0914,0.4091,0.91,0.2413,0.234,0.8458,0.7189,1
user_001689,362,1,1,1,660,121,5.4545,819,1,0.5476,0.1052,0.4415,6.51,0.7732,807,0.3411,6.07,0.3081,0.081,0.3126,0.1326,0.1875,0.6531,0.6644,0.1662,0.1185,0
user_001690,680,1,1,1,1698,160,10.6125,691,1,0.8686,0.1854,0.9827,2.1,0.6922,1841,0.2474,3.06,0.1791,0.0815,0.4257,0.1225,0.2792,0.7263,0.7466,0.2403,0.2088,0
user_001691,1985,1,1,1,687,642,1.0701,413,1,0.6149,0.1455,4.7947,5.06,0.8563,566,0.1829,5.83,0.1112,0.0945,0.453,0.2172,0.2205,0.6505,0.9455,0.2427,0.194,0
user_001692,1142,1,1,1,2883,163,17.6871,821,1,0.8845,0.1662,1.3893,2.33,0.7738,1354,0.3156,5.47,0.3091,0.0028,0.3505,0.1351,0.053,0.7617,0.783,0.2054,0.0701,0
user_001693,1091,1,1,1,540,1045,0.5167,113,1,0.5311,0.1533,9.5702,3.29,0.9198,648,0.1955,13.78,0.1992,0.1063,0.3132,0.247,0.2562,0.822,0.6213,0.0687,0.159,0
user_001694,438,1,1,1,1004,996,1.008,777,1,0.8498,0.1727,0.563,6.81,0.6459,644,0.2867,13.42,0.1915,0.1968,0.6391,0.1306,0.1067,0.625,0.682,0.2711,0.1084,0
user_001695,287,1,1,1,466,1069,0.4359,880,1,0.5028,0.2861,0.3258,5.05,0.629,1653,0.2243,6.37,0.2386,0.0476,0.3365,0.0726,0.1298,0.6044,0.6771,0.2469,0.0969,0
user_001696,589,1,1,1,2329,153,15.2222,321,1,0.7431,0.0671,1.8292,2.57,0.9252,1559,0.2123,9.24,0.1105,0.0952,0.6449,0.2453,0.2639,0.6602,0.6543,0.1483,0.0951,0
user_001697,141,0,0,0,188,2766,0.068,19,0,0.0785,0.7526,7.05,42.69,0.1427,101,0.9553,0.35,0.9316,0.5737,0.057,0.4355,0.8629,0.3036,0.2824,0.6012,0.4681,1
user_001698,45,0,0,0,151,2562,0.0589,38,0,0.2735,0.8412,1.1538,41.04,0.2211,39,0.8502,0.42,0.6167,0.6418,0.027,0.3229,0.7547,0.3214,0.2922,0.8494,0.4797,1
user_001699,124,0,0,0,115,3417,0.0337,16,0,0.083,0.7519,7.2941,33.57,0.3842,20,0.7678,1.16,0.9183,0.5839,0.0814,0.6001,0.6517,0.3717,0.2444,0.7745,0.7276,1
user_001700,146,0,1,0,465,2302,0.202,19,0,0.1157,0.742,7.3,19.11,0.1393,22,0.9277,0.3,0.8337,0.6047,0.1099,0.4898,0.6945,0.2991,0.1928,0.5876,0.5635,1
user_001701,52,1,0,0,457,2399,0.1905,3,0,0.2032,0.6203,13.0,39.2,0.3347,26,0.8465,1.36,0.8926,0.5706,0.134,0.4705,0.711,0.3921,0.2668,0.6703,0.7513,1
user_001702,88,1,1,1,134,2748,0.0488,25,0,0.2773,0.774,3.3846,22.55,0.2565,34,0.713,1.66,0.9147,0.3284,0.0683,0.5146,0.6815,0.255,0.3215,0.8468,0.7759,1
user_001703,780,1,1,1,1431,452,3.1659,699,1,0.6264,0.0623,1.1143,1.14,0.926,1753,0.1491,14.92,0.3395,0.1387,0.6213,0.1025,0.2698,0.9485,0.7014,0.2962,0.1141,0
user_001704,1589,1,0,0,2287,1302,1.7565,122,1,0.5657,0.2714,12.9187,3.89,0.6014,1321,0.229,13.5,0.2897,0.1917,0.4136,0.2378,0.2017,0.8608,0.9158,0.1878,0.2224,0
user_001705,635,1,0,0,1438,894,1.6085,175,1,0.8542,0.2369,3.608,5.5,0.7218,1587,0.1019,11.08,0.3436,0.0538,0.3367,0.1171,0.123,0.7578,0.6924,0.1349,0.2315,0
user_001706,1687,1,1,1,708,842,0.8409,657,0,0.5291,0.2182,2.5638,3.85,0.7729,1551,0.1472,12.57,0.3487,0.112,0.4181,0.2365,0.206,0.8788,0.6011,0.1626,0.2242,0
user_001707,697,1,1,1,1244,290,4.2897,820,0,0.8276,0.2977,0.849,7.71,0.8801,899,0.177,7.38,0.3669,0.1001,0.5401,0.0879,0.0829,0.7446,0.8994,0.1102,0.1743,0
user_001708,146,0,1,0,335,1056,0.3172,0,0,0.1057,0.7859,146.0,26.18,0.1284,103,0.9172,1.37,0.873,0.5383,0.0815,0.6743,0.8209,0.3243,0.2661,0.7562,0.7654,1
user_001709,1478,1,1,1,1879,946,1.9863,969,0,0.9143,0.085,1.5237,6.15,0.9358,576,0.3768,9.61,0.2736,0.0017,0.5611,0.1113,0.1784,0.7859,0.8073,0.2559,0.1098,0
user_001710,427,1,1,1,2031,62,32.7581,410,1,0.7983,0.2122,1.0389,3.55,0.6266,1779,0.2673,8.26,0.249,0.1606,0.5562,0.0911,0.2023,0.7416,0.6215,0.1453,0.0955,0
user_001711,174,0,0,0,205,4789,0.0428,41,0,0.1434,0.671,4.1429,26.4,0.2908,108,0.805,0.27,0.6818,0.3921,0.1144,0.612,0.872,0.3907,0.3211,0.6991,0.566,1
user_001712,20,0,0,0,190,790,0.2405,18,0,0.2835,0.8523,1.0526,17.85,0.208,97,0.7838,1.92,0.8468,0.3039,0.056,0.4755,0.8109,0.2499,0.1174,0.7062,0.4521,1
user_001713,746,1,1,1,1798,1373,1.3095,725,1,0.8901,0.1268,1.0275,4.29,0.7819,1994,0.2924,7.22,0.1497,0.1768,0.6954,0.06,0.1885,0.6915,0.8913,0.1365,0.1929,0
user_001714,1893,1,1,1,593,584,1.0154,680,0,0.6938,0.2461,2.7797,5.98,0.9151,1464,0.2717,12.2,0.3695,0.1744,0.4862,0.2314,0.161,0.916,0.8719,0.1054,0.2359,0
user_001715,1707,1,1,1,2546,273,9.326,714,1,0.8812,0.1354,2.3874,3.49,0.9206,1821,0.1268,7.95,0.2821,0.1735,0.5859,0.1006,0.2962,0.8251,0.7755,0.2453,0.1705,0
user_001716,149,0,0,0,324,2007,0.1614,32,0,0.175,0.6345,4.5152,17.63,0.2778,113,0.8494,0.75,0.7733,0.7069,0.0494,0.4686,0.6709,0.2054,0.3213,0.8143,0.5494,1
user_001717,967,1,0,0,1527,292,5.2295,394,0,0.7053,0.1085,2.4481,7.32,0.6178,1015,0.3474,11.9,0.3942,0.1068,0.3357,0.1236,0.2597,0.7389,0.7595,0.153,0.0971,0
user_001718,1089,1,0,0,1671,393,4.2519,941,1,0.5382,0.2167,1.1561,3.69,0.9074,749,0.2228,13.04,0.1088,0.1555,0.3251,0.2177,0.2706,0.8751,0.8873,0.1904,0.103,0
user_001719,50,0,0,0,137,611,0.2242,44,0,0.2053,0.8284,1.1111,20.53,0.2293,89,0.9183,0.63,0.9464,0.4217,0.0225,0.691,0.6535,0.2565,0.2171,0.8393,0.5587,1
user_001720,1397,1,1,1,1030,360,2.8611,891,1,0.666,0.1213,1.5661,4.89,0.618,771,0.2065,14.14,0.287,0.1009,0.3763,0.1616,0.2823,0.7982,0.6577,0.2993,0.1498,0
user_001721,712,1,1,1,2621,785,3.3389,685,1,0.8388,0.2928,1.0379,5.43,0.8421,1603,0.3829,4.59,0.3397,0.1086,0.5102,0.2423,0.2015,0.8907,0.7801,0.1125,0.1889,0
user_001722,24,0,0,0,90,3244,0.0277,20,0,0.0985,0.6805,1.1429,41.56,0.3191,128,0.703,0.24,0.7562,0.4202,0.0197,0.4026,0.7851,0.3226,0.203,0.7453,0.6387,1
user_001723,117,1,1,1,323,1950,0.1656,49,0,0.2934,0.9297,2.34,36.4,0.2319,38,0.7281,0.63,0.8296,0.4576,0.0585,0.6571,0.8028,0.1309,0.1777,0.5304,0.6225,1
user_001724,1726,0,1,0,2458,787,3.1233,624,1,0.5071,0.1803,2.7616,1.85,0.8379,1729,0.326,6.49,0.3487,0.1302,0.6951,0.0857,0.0628,0.8979,0.7185,0.1578,0.2351,0
user_001725,819,1,0,0,2832,874,3.2403,70,1,0.9101,0.1723,11.5352,1.9,0.6215,726,0.3798,11.9,0.2218,0.0461,0.3393,0.1785,0.0857,0.8934,0.9363,0.0839,0.1252,0
user_001726,103,0,1,0,224,1678,0.1335,22,1,0.2452,0.6565,4.4783,18.89,0.3805,114,0.9749,0.49,0.6503,0.6131,0.0831,0.5304,0.7526,0.2402,0.2947,0.588,0.5586,1
user_001727,49,0,0,0,434,4924,0.0881,19,0,0.1407,0.6073,2.45,41.35,0.3387,73,0.9485,1.22,0.8,0.4391,0.1441,0.3307,0.739,0.2983,0.3364,0.7006,0.7584,1
user_001728,1867,1,0,0,481,738,0.6518,459,1,0.744,0.1152,4.0587,1.42,0.9097,675,0.2003,5.73,0.1856,0.0297,0.4758,0.1495,0.2592,0.7886,0.6801,0.234,0.1094,0
user_001729,21,0,1,0,323,3796,0.0851,24,0,0.2846,0.7967,0.84,49.78,0.2719,100,0.8521,1.12,0.8365,0.6796,0.1074,0.6382,0.678,0.2709,0.19,0.8848,0.5761,1
user_001730,133,1,0,0,252,4057,0.0621,9,0,0.2761,0.878,13.3,43.05,0.2299,100,0.9049,0.81,0.9047,0.6902,0.0303,0.5407,0.8423,0.2704,0.2285,0.5911,0.4944,1
user_001731,139,0,1,0,416,2971,0.14,42,1,0.2159,0.7443,3.2326,31.63,0.1613,124,0.9096,1.93,0.6966,0.67,0.0713,0.561,0.7423,0.3125,0.1844,0.6953,0.6835,1
user_001732,1441,1,1,1,1051,1361,0.7722,464,1,0.5735,0.2334,3.0989,5.52,0.7438,699,0.169,6.63,0.1486,0.1856,0.4591,0.1399,0.2507,0.7795,0.6419,0.1595,0.1761,0
user_001733,104,0,0,0,462,1648,0.2803,13,1,0.0618,0.6148,7.4286,37.52,0.2644,86,0.8131,0.5,0.6617,0.5581,0.0628,0.4966,0.6686,0.2051,0.3491,0.6472,0.5651,1
user_001734,1383,1,1,1,992,264,3.7576,407,1,0.5475,0.133,3.3897,5.86,0.7918,765,0.341,13.09,0.3072,0.1314,0.4764,0.1783,0.2344,0.643,0.6901,0.0985,0.2182,0
user_001735,68,1,1,1,409,1087,0.3763,10,1,0.2717,0.6379,6.1818,36.85,0.2614,52,0.8481,1.04,0.7508,0.4143,0.1392,0.4271,0.7986,0.1446,0.2086,0.8615,0.7982,1
user_001736,1381,1,1,1,516,760,0.6789,187,1,0.8543,0.171,7.3457,7.66,0.9036,676,0.3179,6.29,0.1526,0.1762,0.4401,0.0907,0.2912,0.6109,0.7284,0.0596,0.1508,0
user_001737,521,1,1,1,1525,645,2.3643,351,1,0.772,0.1884,1.4801,2.32,0.6142,908,0.215,12.75,0.1008,0.119,0.5454,0.1568,0.2075,0.6585,0.8397,0.1339,0.1404,0
user_001738,702,1,1,1,1756,1066,1.6473,744,1,0.81,0.1367,0.9423,3.9,0.797,553,0.2206,14.56,0.2107,0.1611,0.3268,0.0625,0.1595,0.8049,0.813,0.0591,0.1893,0
user_001739,1489,1,0,0,2382,1367,1.7425,834,1,0.6956,0.1915,1.7832,7.52,0.7079,395,0.3915,3.51,0.3554,0.1607,0.6608,0.1556,0.247,0.618,0.6266,0.0796,0.233,0
user_001740,1767,1,1,1,2475,395,6.2658,972,1,0.938,0.2262,1.816,1.78,0.7352,1101,0.2159,7.65,0.3203,0.0682,0.3591,0.1994,0.1645,0.6269,0.8765,0.1963,0.1479,0
user_001741,120,0,1,0,284,2828,0.1004,8,1,0.2784,0.6979,13.3333,38.06,0.3566,67,0.7761,0.59,0.8872,0.5315,0.1101,0.5601,0.7072,0.1624,0.1314,0.5096,0.4325,1
user_001742,1903,1,1,1,2587,618,4.1861,902,0,0.9256,0.2716,2.1074,1.59,0.8009,1524,0.1284,12.1,0.1832,0.077,0.3981,0.1587,0.2269,0.8811,0.9227,0.1398,0.2365,0
user_001743,21,0,0,0,23,3083,0.0075,19,0,0.2691,0.839,1.05,26.39,0.3614,123,0.8013,0.72,0.8268,0.3657,0.1462,0.41,0.875,0.1863,0.1688,0.523,0.4477,1
user_001744,1889,1,1,1,1405,196,7.1684,563,1,0.661,0.1386,3.3493,3.48,0.7084,695,0.2535,12.87,0.114,0.0572,0.4486,0.2451,0.0508,0.7078,0.9256,0.1267,0.095,0
user_001745,157,1,1,1,215,2661,0.0808,14,0,0.1421,0.8824,10.4667,19.66,0.1393,98,0.8808,0.9,0.7969,0.6516,0.1274,0.4217,0.6051,0.2654,0.2223,0.5217,0.653,1
user_001746,141,0,1,0,142,2077,0.0684,24,0,0.127,0.9109,5.64,48.14,0.3797,52,0.8813,1.32,0.7033,0.7962,0.0508,0.3866,0.7695,0.1969,0.331,0.676,0.5641,1
user_001747,91,1,1,1,409,956,0.4278,28,0,0.0981,0.709,3.1379,43.56,0.1174,93,0.974,0.95,0.9155,0.7534,0.0953,0.4823,0.8582,0.3749,0.27,0.5838,0.728,1
user_001748,78,0,0,0,85,1102,0.0771,23,0,0.2577,0.88,3.25,49.95,0.1773,91,0.7782,1.52,0.6444,0.4024,0.1371,0.5185,0.8173,0.2367,0.1749,0.5997,0.6357,1
user_001749,1674,1,0,0,2061,456,4.5197,877,1,0.6433,0.2866,1.9066,7.16,0.6819,1291,0.1207,13.14,0.2355,0.07,0.569,0.24,0.0735,0.8688,0.6712,0.145,0.2248,0
user_001750,1933,0,0,0,139,983,0.1414,252,1,0.9324,0.0964,7.6403,1.78,0.8105,1012,0.1272,9.98,0.2128,0.0278,0.3811,0.2062,0.0904,0.7093,0.6997,0.0622,0.1424,0
user_001751,143,0,1,0,228,3671,0.0621,34,0,0.1075,0.8813,4.0857,31.8,0.2831,29,0.7615,1.57,0.6784,0.3463,0.0936,0.5192,0.8128,0.2855,0.225,0.6975,0.7697,1
user_001752,896,1,1,1,2307,526,4.3859,690,1,0.7718,0.14,1.2967,6.02,0.6071,1874,0.3494,6.0,0.1158,0.0993,0.6906,0.0628,0.0675,0.8083,0.6875,0.1526,0.2161,0
user_001753,798,1,1,1,387,475,0.8147,485,1,0.7631,0.2365,1.642,3.23,0.6794,1198,0.1242,13.89,0.1362,0.1464,0.4166,0.1147,0.0852,0.8262,0.8782,0.2876,0.1163,0
user_001754,77,0,0,0,436,990,0.4404,42,0,0.0848,0.7017,1.7907,49.17,0.3897,62,0.9773,1.97,0.7385,0.6581,0.0914,0.5889,0.654,0.21,0.1157,0.7453,0.7707,1
user_001755,391,1,1,1,884,255,3.4667,54,1,0.7641,0.0828,7.1091,4.51,0.6688,1716,0.166,3.11,0.3042,0.023,0.3985,0.1111,0.2367,0.8191,0.6645,0.1995,0.1916,0
user_001756,1506,1,0,0,1383,1358,1.0184,122,1,0.7198,0.2383,12.2439,2.34,0.6904,1114,0.2305,10.38,0.1843,0.095,0.6019,0.1484,0.2618,0.8496,0.6271,0.2017,0.1725,0
user_001757,457,1,1,1,2454,656,3.7409,599,1,0.8632,0.1167,0.7617,4.92,0.7375,395,0.1227,12.37,0.1271,0.1695,0.4337,0.1776,0.2351,0.6123,0.7346,0.201,0.2196,0
user_001758,29,1,1,1,224,4523,0.0495,22,0,0.2965,0.6235,1.2609,18.81,0.3488,124,0.8351,1.57,0.6683,0.3935,0.0534,0.36,0.8375,0.16,0.1567,0.73,0.7869,1
user_001759,92,1,1,1,100,2647,0.0378,13,0,0.2445,0.6057,6.5714,33.53,0.2012,114,0.8986,1.35,0.613,0.7738,0.0607,0.667,0.8043,0.2958,0.3401,0.8289,0.456,1
user_001760,1510,0,1,0,1988,124,16.0323,977,1,0.6128,0.2391,1.544,7.15,0.8328,692,0.3822,7.67,0.3267,0.0669,0.4327,0.2353,0.2247,0.9251,0.9481,0.0501,0.2466,0
user_001761,1363,1,1,1,2714,315,8.6159,596,1,0.6738,0.0684,2.2831,4.25,0.6973,945,0.2095,7.12,0.3981,0.0672,0.4026,0.1208,0.1977,0.9188,0.8758,0.2606,0.2218,0
user_001762,71,0,0,0,226,4525,0.0499,10,0,0.2041,0.7338,6.4545,25.89,0.2059,39,0.8484,1.63,0.9184,0.5785,0.0124,0.6272,0.8961,0.22,0.1573,0.8913,0.6206,1
user_001763,1412,1,1,1,260,499,0.521,165,1,0.9084,0.1922,8.506,4.33,0.707,1843,0.1061,7.18,0.1391,0.0727,0.5433,0.0545,0.2676,0.8136,0.7034,0.1278,0.1431,0
user_001764,1574,1,1,1,1586,1407,1.1272,111,1,0.5739,0.1493,14.0536,2.49,0.832,383,0.3235,4.5,0.1077,0.1174,0.3054,0.1373,0.1222,0.7118,0.6014,0.2911,0.1534,0
user_001765,386,1,1,1,1600,637,2.5118,613,1,0.6671,0.2558,0.6287,7.06,0.6482,1247,0.3051,4.0,0.3789,0.104,0.5582,0.0856,0.1161,0.6424,0.6924,0.1731,0.2167,0
user_001766,823,1,1,1,1397,383,3.6475,862,1,0.8509,0.2521,0.9537,1.09,0.8722,1718,0.2192,3.6,0.3683,0.0281,0.4342,0.1342,0.2525,0.7258,0.786,0.1572,0.1124,0
user_001767,113,0,0,0,396,2232,0.1774,22,1,0.2263,0.8119,4.913,48.17,0.1691,51,0.9962,1.62,0.6385,0.6586,0.1235,0.4657,0.7156,0.2754,0.2298,0.6061,0.559,1
user_001768,1279,1,1,1,215,429,0.5012,644,1,0.8374,0.2129,1.9829,7.43,0.8058,1213,0.3257,5.3,0.2101,0.1777,0.6743,0.2343,0.2546,0.8409,0.9198,0.2285,0.2408,0
user_001769,1281,1,0,0,2542,1291,1.969,116,1,0.7278,0.2957,10.9487,1.82,0.7444,596,0.3195,9.83,0.3634,0.0317,0.323,0.1108,0.0721,0.6211,0.7467,0.1001,0.208,0
user_001770,224,1,1,1,2409,814,2.9595,726,0,0.7993,0.1749,0.3081,2.94,0.7016,536,0.215,14.6,0.3157,0.1374,0.3928,0.1619,0.1392,0.6841,0.9134,0.1458,0.1066,0
user_001771,28,1,0,0,176,3189,0.0552,5,0,0.1286,0.7734,4.6667,48.06,0.107,21,0.7755,0.45,0.6813,0.3299,0.1489,0.6479,0.7824,0.3145,0.2391,0.8246,0.7379,1
user_001772,587,1,1,1,2469,164,15.0549,321,1,0.7619,0.2734,1.823,3.64,0.7327,1665,0.1846,4.42,0.3557,0.1359,0.4164,0.0534,0.2846,0.7415,0.6617,0.278,0.1218,0
